id_klienta;imie;nazwisko;data_urodzenia;znizka;numer_telefonu;adres_email;status_studenta
6071;Kuba;Grzegorczyk;1975-05-31;0.85;840072533;kubagrzegorczyk816@gmail.com;0
6072;Antoni;Płóciennik;1928-06-30;0.5;956897507;antonipłóciennik995@wp.pl;0
6073;Artur;Kolesnyk;1956-03-31;0.65;310822128;arturkolesnyk960@wp.pl;0
6074;Mateusz;Śmieszek;1947-04-30;0.5;862534180;mateuszśmieszek387@gmail.com;0
6075;Tymoteusz;Piwko;1971-03-31;0.75;167980334;tymoteuszpiwko191@onet.pl;0
6076;Kajetan;Szczawiński;1963-05-31;0.65;695011973;kajetanszczawiński991@wp.pl;0
6077;Teodor;Frączek;1934-09-30;0.5;151610464;teodorfrączek690@onet.pl;0
6078;Aleksander;Janecki;1970-11-30;0.75;779309964;aleksanderjanecki260@gmail.com;0
6079;Wiktor;Byczek;1965-07-31;0.75;572433658;wiktorbyczek027@onet.pl;0
6080;Tymon;Hyla;1929-03-31;0.5;452188692;tymonhyla080@onet.pl;0
6081;Aleksander;Świerc;1983-05-31;0.85;726466108;aleksanderświerc162@wp.pl;0
6082;Oliwier;Topczewski;1984-09-30;0.85;961107724;oliwiertopczewski356@onet.pl;0
6083;Kuba;Derkach;1951-10-31;0.5;416459495;kubaderkach745@wp.pl;0
6084;Natan;Korzeniowski;2002-05-31;0.49;573798122;natankorzeniowski116@gmail.com;1
6085;Dawid;Motyl;1946-03-31;0.5;807952150;dawidmotyl218@gmail.com;0
6086;Leo;Pawełczyk;1955-05-31;0.65;982298427;leopawełczyk385@wp.pl;0
6087;Tymoteusz;Śmiechowski;1947-08-31;0.5;608232900;tymoteuszśmiechowski707@onet.pl;0
6088;Dominik;Holub;1996-03-31;1.0;275263707;dominikholub754@wp.pl;0
6089;Bartłomiej;Polit;1970-12-31;0.75;670419323;bartłomiejpolit973@wp.pl;0
6090;Marcel;Bondarchuk;1959-09-30;0.65;229656141;marcelbondarchuk840@onet.pl;0
6091;Filip;Prządka;1942-01-31;0.5;610170063;filipprządka102@gmail.com;0
6092;Ksawery;Hryniewicz;1983-02-28;0.85;667698941;ksaweryhryniewicz242@wp.pl;0
6093;Dominik;Kułaga;1955-06-30;0.65;804042160;dominikkułaga239@onet.pl;0
6094;Wojciech;Stańczak;1938-08-31;0.5;256191132;wojciechstańczak178@gmail.com;0
6095;Kamil;Matczak;1938-01-31;0.5;458488895;kamilmatczak365@wp.pl;0
6096;Milan;Dolecki;1935-11-30;0.5;636691874;milandolecki055@gmail.com;0
6097;Mateusz;Basiński;1993-06-30;0.9;260538320;mateuszbasiński303@gmail.com;0
6098;Kacper;Rogaczewski;2005-04-30;1.0;557830546;kacperrogaczewski328@wp.pl;0
6099;Maciej;Budny;1995-02-28;0.49;640374602;maciejbudny932@wp.pl;1
6100;Krzysztof;Przybyłowski;1982-09-30;0.85;791071728;krzysztofprzybyłowski241@wp.pl;0
6101;Dawid;Milewski;1956-04-30;0.65;161060379;dawidmilewski478@onet.pl;0
6102;Leo;Mirek;1928-06-30;0.5;398625724;leomirek854@wp.pl;0
6103;Marcel;Kęsy;1992-12-31;0.9;272770700;marcelkęsy886@gmail.com;0
6104;Filip;Siwiec;1994-02-28;0.49;934151941;filipsiwiec363@wp.pl;1
6105;Filip;Shpak;2006-12-31;1.0;741261396;filipshpak329@onet.pl;0
6106;Gabriel;Przybył;1981-02-28;0.85;843843929;gabrielprzybył521@gmail.com;0
6107;Wojciech;Machowski;2003-03-31;0.49;453397618;wojciechmachowski152@onet.pl;1
6108;Witold;Staniek;1940-06-30;0.5;632856687;witoldstaniek985@onet.pl;0
6109;Julian;Mrzygłód;1954-08-31;0.5;892780406;julianmrzygłód335@gmail.com;0
6110;Milan;Kasperkiewicz;1931-11-30;0.5;114277223;milankasperkiewicz893@wp.pl;0
6111;Krzysztof;Krzak;1997-03-31;0.49;167016326;krzysztofkrzak496@onet.pl;1
6112;Stanisław;Pieniążek;1997-03-31;1.0;808749184;stanisławpieniążek453@wp.pl;0
6113;Kuba;Romanenko;1958-06-30;0.65;377400357;kubaromanenko181@wp.pl;0
6114;Bruno;Walkiewicz;2002-08-31;0.49;592575243;brunowalkiewicz961@gmail.com;1
6115;Fabian;Żaczek;1992-01-31;0.9;966706060;fabianżaczek185@onet.pl;0
6116;Krzysztof;Soćko;1981-09-30;0.85;362305866;krzysztofsoćko105@onet.pl;0
6117;Szymon;Sadkowski;1998-05-31;0.49;495660830;szymonsadkowski086@wp.pl;1
6118;Adam;Tatara;1973-01-31;0.75;945593587;adamtatara616@wp.pl;0
6119;Jakub;Jelonek;1944-02-29;0.5;305080277;jakubjelonek890@gmail.com;0
6120;Borys;Szymanowski;1996-04-30;1.0;489844760;borysszymanowski241@onet.pl;0
6121;Bruno;Stankiewicz;1971-05-31;0.75;756163179;brunostankiewicz395@gmail.com;0
6122;Mikołaj;Popovych;1955-03-31;0.65;468352279;mikołajpopovych244@onet.pl;0
6123;Jan;Wołczyk;1946-08-31;0.5;817292810;janwołczyk647@gmail.com;0
6124;Maciej;Barabasz;1992-08-31;0.9;245972781;maciejbarabasz412@wp.pl;0
6125;Artur;Górnik;1971-12-31;0.75;411066346;arturgórnik674@gmail.com;0
6126;Hubert;Stanowski;1953-10-31;0.5;856174828;hubertstanowski349@onet.pl;0
6127;Alan;Szulc;1994-11-30;0.49;243776800;alanszulc255@gmail.com;1
6128;Maksymilian;Szabłowski;1968-03-31;0.75;611585559;maksymilianszabłowski370@wp.pl;0
6129;Maksymilian;Taras;1986-06-30;0.9;827109441;maksymiliantaras423@wp.pl;0
6130;Leon;Godlewski;1987-03-31;0.9;460427730;leongodlewski395@onet.pl;0
6131;Franciszek;Pach;1986-08-31;0.9;524402349;franciszekpach893@onet.pl;0
6132;Bartosz;Gałecki;1993-12-31;0.49;377759447;bartoszgałecki648@wp.pl;1
6133;Stanisław;Sobótka;1938-01-31;0.5;980304648;stanisławsobótka562@onet.pl;0
6134;Kuba;Dankowski;1960-03-31;0.65;540016393;kubadankowski629@gmail.com;0
6135;Tomasz;Demchuk;1982-11-30;0.85;666546448;tomaszdemchuk049@onet.pl;0
6136;Maksymilian;Broda;1951-11-30;0.5;990278967;maksymilianbroda273@gmail.com;0
6137;Artur;Józefiak;1934-03-31;0.5;116216252;arturjózefiak702@wp.pl;0
6138;Gabriel;Niemiec;1965-07-31;0.75;273944214;gabrielniemiec900@gmail.com;0
6139;Piotr;Dziurzyński;1960-04-30;0.65;219933432;piotrdziurzyński331@gmail.com;0
6140;Natan;Zagórski;1987-03-31;0.9;579990724;natanzagórski506@gmail.com;0
6141;Szymon;Kacprzak;1945-02-28;0.5;874666673;szymonkacprzak690@onet.pl;0
6142;Teodor;Wójcik;2001-08-31;0.49;160651554;teodorwójcik062@onet.pl;1
6143;Paweł;Orlik;1940-09-30;0.5;630725954;pawełorlik817@onet.pl;0
6144;Dawid;Rejman;1985-11-30;0.9;319210825;dawidrejman379@wp.pl;0
6145;Julian;Samek;1987-08-31;0.9;256275647;juliansamek382@gmail.com;0
6146;Maksymilian;Rapacz;1998-11-30;1.0;713916242;maksymilianrapacz548@onet.pl;0
6147;Alan;Krzeszowski;1961-06-30;0.65;536571787;alankrzeszowski708@onet.pl;0
6148;Dawid;Krawczuk;1951-07-31;0.5;820417530;dawidkrawczuk595@wp.pl;0
6149;Daniel;Wojtkowski;1936-06-30;0.5;308227944;danielwojtkowski024@gmail.com;0
6150;Daniel;Szcześniak;1926-03-31;0.5;683997640;danielszcześniak672@wp.pl;0
6151;Hubert;Galiński;1948-09-30;0.5;455502765;hubertgaliński868@onet.pl;0
6152;Henryk;Olędzki;1983-01-31;0.85;818984790;henrykolędzki970@gmail.com;0
6153;Alan;Wijas;1935-08-31;0.5;304758995;alanwijas386@wp.pl;0
6154;Jan;Majewski;1944-06-30;0.5;477051988;janmajewski150@onet.pl;0
6155;Julian;Łojek;1986-06-30;0.9;358214400;julianłojek645@onet.pl;0
6156;Tomasz;Wiński;1936-06-30;0.5;696850157;tomaszwiński312@wp.pl;0
6157;Michał;Siciński;1951-12-31;0.5;562906592;michałsiciński740@gmail.com;0
6158;Bartosz;Kur;1953-12-31;0.5;948933070;bartoszkur938@onet.pl;0
6159;Igor;Skoczylas;1963-10-31;0.65;142510169;igorskoczylas544@onet.pl;0
6160;Leon;Staszczyk;2001-01-31;1.0;864465419;leonstaszczyk696@gmail.com;0
6161;Kajetan;Sobecki;2003-04-30;0.49;989079621;kajetansobecki764@gmail.com;1
6162;Paweł;Wołowski;1996-06-30;1.0;906001277;pawełwołowski132@onet.pl;0
6163;Dawid;Kośka;1986-01-31;0.9;401187444;dawidkośka069@gmail.com;0
6164;Miłosz;Zaleski;1946-10-31;0.5;388915981;miłoszzaleski366@gmail.com;0
6165;Karol;Podgórny;1963-02-28;0.65;258231195;karolpodgórny022@gmail.com;0
6166;Bruno;Gąsiewski;1926-02-28;0.5;412208394;brunogąsiewski167@onet.pl;0
6167;Teodor;Podolak;1946-10-31;0.5;915940880;teodorpodolak763@wp.pl;0
6168;Hubert;Maroszek;2006-08-31;1.0;256736197;hubertmaroszek537@wp.pl;0
6169;Maksymilian;Kaptur;1970-08-31;0.75;691395368;maksymiliankaptur403@wp.pl;0
6170;Igor;Budek;1952-03-31;0.5;635253557;igorbudek487@wp.pl;0
6171;Jakub;Świerc;1947-11-30;0.5;201671349;jakubświerc750@gmail.com;0
6172;Fabian;Orzechowski;1998-10-31;0.49;923050264;fabianorzechowski142@onet.pl;1
6173;Marcel;Adamowski;1975-12-31;0.85;657094089;marceladamowski012@wp.pl;0
6174;Kazimierz;Olbryś;1965-09-30;0.75;869756309;kazimierzolbryś782@gmail.com;0
6175;Kajetan;Abram;1937-04-30;0.5;986637043;kajetanabram057@wp.pl;0
6176;Leon;Fedorenko;2001-03-31;0.49;586636105;leonfedorenko594@gmail.com;1
6177;Alan;Aliev;1953-04-30;0.5;634964266;alanaliev365@wp.pl;0
6178;Tymon;Zientek;1992-11-30;0.9;764258691;tymonzientek153@wp.pl;0
6179;Dawid;Gaik;1955-01-31;0.5;579867523;dawidgaik363@onet.pl;0
6180;Fabian;Kochan;1944-04-30;0.5;566143141;fabiankochan321@gmail.com;0
6181;Igor;Jurkiewicz;1972-05-31;0.75;784073526;igorjurkiewicz177@onet.pl;0
6182;Teodor;Płotka;1987-09-30;0.9;743670488;teodorpłotka426@gmail.com;0
6183;Maksymilian;Plewa;1973-05-31;0.75;853946072;maksymilianplewa888@onet.pl;0
6184;Józef;Misiura;1958-12-31;0.65;728896165;józefmisiura587@onet.pl;0
6185;Hubert;Drąg;1984-03-31;0.85;525358953;hubertdrąg029@wp.pl;0
6186;Jakub;Paździor;1969-07-31;0.75;890087286;jakubpaździor413@onet.pl;0
6187;Miłosz;Maślak;1978-02-28;0.85;921249298;miłoszmaślak496@gmail.com;0
6188;Kazimierz;Wiszniewski;1942-11-30;0.5;344321761;kazimierzwiszniewski974@gmail.com;0
6189;Fabian;Kostyra;1976-03-31;0.85;361559559;fabiankostyra867@wp.pl;0
6190;Oliwier;Michalczuk;2005-05-31;1.0;262253133;oliwiermichalczuk509@wp.pl;0
6191;Wiktor;Włodarek;1979-01-31;0.85;257123197;wiktorwłodarek247@wp.pl;0
6192;Miłosz;Rymarczyk;1928-11-30;0.5;475710371;miłoszrymarczyk832@onet.pl;0
6193;Franciszek;Suliga;1966-03-31;0.75;682552310;franciszeksuliga509@gmail.com;0
6194;Marcel;Jastrząb;2003-05-31;0.49;102371101;marceljastrząb452@onet.pl;1
6195;Wojciech;Langowski;1946-12-31;0.5;402186727;wojciechlangowski948@wp.pl;0
6196;Aleksander;Ceglarski;1980-01-31;0.85;294059142;aleksanderceglarski927@wp.pl;0
6197;Julian;Połomski;1959-07-31;0.65;723833612;julianpołomski557@wp.pl;0
6198;Mikołaj;Dubiński;1954-04-30;0.5;857225900;mikołajdubiński460@gmail.com;0
6199;Franciszek;Adamczak;1935-05-31;0.5;878597133;franciszekadamczak207@onet.pl;0
6200;Cezary;Kubis;1940-11-30;0.5;738746365;cezarykubis159@gmail.com;0
6201;Paweł;Kołodziej;1944-08-31;0.5;879282520;pawełkołodziej414@onet.pl;0
6202;Filip;Piwowar;1984-11-30;0.85;298982665;filippiwowar081@gmail.com;0
6203;Wiktor;Janczak;1928-03-31;0.5;457727238;wiktorjanczak943@gmail.com;0
6204;Piotr;Kotarski;1951-04-30;0.5;785160991;piotrkotarski328@wp.pl;0
6205;Borys;Michalewicz;1949-06-30;0.5;388412343;borysmichalewicz477@wp.pl;0
6206;Mateusz;Korcz;1926-05-31;0.5;385308343;mateuszkorcz716@wp.pl;0
6207;Tymon;Nowik;2007-08-31;1.0;757673846;tymonnowik723@gmail.com;0
6208;Maciej;Grochocki;1991-01-31;0.9;237157856;maciejgrochocki990@onet.pl;0
6209;Oskar;Prus;2007-08-31;1.0;731729404;oskarprus195@wp.pl;0
6210;Karol;Rasiński;1935-10-31;0.5;765874122;karolrasiński077@onet.pl;0
6211;Stanisław;Piecyk;1989-02-28;0.9;205471719;stanisławpiecyk095@gmail.com;0
6212;Mikołaj;Dziurzyński;1964-04-30;0.65;689228205;mikołajdziurzyński283@gmail.com;0
6213;Mateusz;Zimoch;1975-12-31;0.85;330035226;mateuszzimoch308@wp.pl;0
6214;Maciej;Perek;2004-10-31;0.49;391402001;maciejperek052@wp.pl;1
6215;Adam;Kołakowski;1959-02-28;0.65;996530113;adamkołakowski052@gmail.com;0
6216;Michał;Głowacz;1935-10-31;0.5;914992499;michałgłowacz405@gmail.com;0
6217;Franciszek;Dylewski;1993-05-31;0.9;130561905;franciszekdylewski232@gmail.com;0
6218;Tadeusz;Kośmider;1957-06-30;0.65;956380223;tadeuszkośmider634@gmail.com;0
6219;Leon;Wójtowicz;1954-08-31;0.5;843723349;leonwójtowicz130@onet.pl;0
6220;Tymoteusz;Pająk;1941-01-31;0.5;509205603;tymoteuszpająk531@gmail.com;0
6221;Maciej;Łukaszuk;1965-07-31;0.75;108069029;maciejłukaszuk213@gmail.com;0
6222;Józef;Szyszko;1930-05-31;0.5;823831702;józefszyszko620@onet.pl;0
6223;Fabian;Kubera;1935-06-30;0.5;308769357;fabiankubera665@gmail.com;0
6224;Bruno;Szydło;1978-02-28;0.85;775293538;brunoszydło713@onet.pl;0
6225;Adam;Doroshenko;1930-08-31;0.5;543909094;adamdoroshenko484@onet.pl;0
6226;Miłosz;Młyński;1992-02-29;0.9;164993135;miłoszmłyński137@onet.pl;0
6227;Karol;Włodarczyk;2004-10-31;0.49;602146085;karolwłodarczyk348@onet.pl;1
6228;Nikodem;Bernat;1943-01-31;0.5;918405216;nikodembernat367@wp.pl;0
6229;Tymoteusz;Sienkiewicz;1984-02-29;0.85;753660501;tymoteuszsienkiewicz186@onet.pl;0
6230;Nikodem;Joachimiak;1960-08-31;0.65;640263102;nikodemjoachimiak020@gmail.com;0
6231;Milan;Tomkiewicz;1943-05-31;0.5;322122823;milantomkiewicz222@wp.pl;0
6232;Tadeusz;Lasak;1956-09-30;0.65;854009197;tadeuszlasak552@onet.pl;0
6233;Michał;Makowski;1975-12-31;0.85;802043745;michałmakowski862@gmail.com;0
6234;Szymon;Lupa;1981-12-31;0.85;891328347;szymonlupa570@wp.pl;0
6235;Leon;Kunikowski;1989-11-30;0.9;966423534;leonkunikowski526@onet.pl;0
6236;Natan;Węglarz;1953-07-31;0.5;172420499;natanwęglarz263@gmail.com;0
6237;Ignacy;Otto;1996-04-30;0.49;652736465;ignacyotto658@gmail.com;1
6238;Oskar;Li;1999-01-31;1.0;471287925;oskarli771@onet.pl;0
6239;Mikołaj;Malewski;1971-02-28;0.75;880498319;mikołajmalewski328@wp.pl;0
6240;Antoni;Bauer;1984-06-30;0.85;991138797;antonibauer224@wp.pl;0
6241;Tomasz;Chudziński;1970-12-31;0.75;143177106;tomaszchudziński208@onet.pl;0
6242;Szymon;Suwała;1935-10-31;0.5;231480618;szymonsuwała056@onet.pl;0
6243;Fabian;Latawiec;1968-10-31;0.75;474990258;fabianlatawiec003@wp.pl;0
6244;Tomasz;Wójtowicz;1928-01-31;0.5;853594211;tomaszwójtowicz294@wp.pl;0
6245;Kamil;Bielański;1971-05-31;0.75;947736371;kamilbielański424@onet.pl;0
6246;Kacper;Neumann;1981-02-28;0.85;877801810;kacperneumann336@wp.pl;0
6247;Michał;Fluder;1948-09-30;0.5;347479814;michałfluder662@gmail.com;0
6248;Mark;Oracz;1993-09-30;0.9;450613585;markoracz800@wp.pl;0
6249;Wojciech;Kamecki;1934-05-31;0.5;798393330;wojciechkamecki203@gmail.com;0
6250;Ignacy;Morozov;1980-02-29;0.85;724095255;ignacymorozov856@gmail.com;0
6251;Leon;Falkiewicz;1975-03-31;0.85;912250022;leonfalkiewicz940@gmail.com;0
6252;Franciszek;Grenda;1945-10-31;0.5;575255390;franciszekgrenda510@wp.pl;0
6253;Bruno;Bogacz;1943-01-31;0.5;380517879;brunobogacz011@wp.pl;0
6254;Julian;Kowalewicz;1978-05-31;0.85;989631823;juliankowalewicz112@gmail.com;0
6255;Adam;Piekarczyk;2004-10-31;0.49;591056154;adampiekarczyk923@gmail.com;1
6256;Bruno;Pokrywka;1948-10-31;0.5;311829304;brunopokrywka558@onet.pl;0
6257;Tadeusz;Podsiadło;1975-04-30;0.85;707004673;tadeuszpodsiadło899@gmail.com;0
6258;Bartosz;Rykała;1969-08-31;0.75;801924889;bartoszrykała114@wp.pl;0
6259;Jakub;Kaptur;1971-03-31;0.75;380525179;jakubkaptur920@wp.pl;0
6260;Kuba;Gaweł;2002-08-31;1.0;664454043;kubagaweł554@wp.pl;0
6261;Kacper;Tkaczyk;1988-02-29;0.9;210623803;kacpertkaczyk200@gmail.com;0
6262;Julian;Synowiec;1937-12-31;0.5;784334112;juliansynowiec013@onet.pl;0
6263;Henryk;Pohl;1981-07-31;0.85;102604690;henrykpohl323@wp.pl;0
6264;Józef;Torba;1966-05-31;0.75;364906613;józeftorba719@gmail.com;0
6265;Bruno;Gdula;1962-07-31;0.65;812817131;brunogdula251@gmail.com;0
6266;Dominik;Berg;1961-05-31;0.65;931387913;dominikberg131@gmail.com;0
6267;Alan;Łach;1941-07-31;0.5;772537493;alanłach289@onet.pl;0
6268;Igor;Gałan;1956-03-31;0.65;403783848;igorgałan144@onet.pl;0
6269;Karol;Konopiński;1943-10-31;0.5;332814688;karolkonopiński905@onet.pl;0
6270;Borys;Głuch;1976-04-30;0.85;844194088;borysgłuch837@wp.pl;0
6271;Artur;Smoter;2006-07-31;1.0;307502830;artursmoter372@onet.pl;0
6272;Oliwier;Gądek;1953-07-31;0.5;148858174;oliwiergądek087@onet.pl;0
6273;Leo;Łupiński;1942-04-30;0.5;229430288;leołupiński080@onet.pl;0
6274;Nikodem;Stanisz;1975-02-28;0.85;279726873;nikodemstanisz383@gmail.com;0
6275;Tadeusz;Buchta;1982-11-30;0.85;441502370;tadeuszbuchta534@wp.pl;0
6276;Piotr;Wiśniewski;1956-03-31;0.65;165596372;piotrwiśniewski615@onet.pl;0
6277;Julian;Lizak;1985-04-30;0.9;155813150;julianlizak564@onet.pl;0
6278;Jakub;Klasa;1928-04-30;0.5;609757696;jakubklasa618@onet.pl;0
6279;Krzysztof;Trocki;1972-12-31;0.75;879243100;krzysztoftrocki420@wp.pl;0
6280;Marcel;Brzezina;1926-09-30;0.5;647011319;marcelbrzezina386@wp.pl;0
6281;Szymon;Rymarz;1936-08-31;0.5;548080667;szymonrymarz234@gmail.com;0
6282;Borys;Jeleń;1930-03-31;0.5;112146623;borysjeleń765@gmail.com;0
6283;Kamil;Krupiński;2007-05-31;1.0;576791277;kamilkrupiński010@gmail.com;0
6284;Bartłomiej;Madejczyk;2002-08-31;1.0;829814760;bartłomiejmadejczyk220@onet.pl;0
6285;Dominik;Gontarz;1927-02-28;0.5;767489274;dominikgontarz187@gmail.com;0
6286;Michał;Sawa;1932-07-31;0.5;825116353;michałsawa038@wp.pl;0
6287;Karol;Pazdan;2006-08-31;1.0;453644163;karolpazdan245@gmail.com;0
6288;Franciszek;Bartosiak;1999-01-31;1.0;361810804;franciszekbartosiak130@wp.pl;0
6289;Jan;Radkiewicz;1991-09-30;0.9;884964004;janradkiewicz760@onet.pl;0
6290;Bruno;Łakomski;1967-02-28;0.75;260436560;brunołakomski277@wp.pl;0
6291;Marcel;Joński;1963-09-30;0.65;135304889;marceljoński137@wp.pl;0
6292;Witold;Kęska;1954-05-31;0.5;945222046;witoldkęska483@onet.pl;0
6293;Paweł;Zdanowski;1947-06-30;0.5;968327069;pawełzdanowski704@onet.pl;0
6294;Milan;Świderski;1967-04-30;0.75;268065377;milanświderski942@wp.pl;0
6295;Wiktor;Przyborowski;1972-11-30;0.75;111108260;wiktorprzyborowski306@gmail.com;0
6296;Wiktor;Jackiewicz;1952-08-31;0.5;872706077;wiktorjackiewicz760@gmail.com;0
6297;Gabriel;Rodak;1959-12-31;0.65;953368505;gabrielrodak261@gmail.com;0
6298;Kamil;Suwalski;1991-05-31;0.9;669452700;kamilsuwalski849@wp.pl;0
6299;Borys;Nowosielski;1943-07-31;0.5;442531940;borysnowosielski194@gmail.com;0
6300;Paweł;Bolesta;1939-09-30;0.5;561704241;pawełbolesta744@gmail.com;0
6301;Natan;Hałasa;1968-12-31;0.75;436855151;natanhałasa326@onet.pl;0
6302;Stanisław;Adamiak;1991-03-31;0.9;392463498;stanisławadamiak102@onet.pl;0
6303;Kazimierz;Kuznietsov;1994-10-31;0.9;544138216;kazimierzkuznietsov281@onet.pl;0
6304;Michał;Niedzielski;1958-12-31;0.65;686601835;michałniedzielski834@gmail.com;0
6305;Fabian;Owczarek;1935-03-31;0.5;825914469;fabianowczarek892@gmail.com;0
6306;Ignacy;Kovalenko;1963-09-30;0.65;696136281;ignacykovalenko024@onet.pl;0
6307;Leo;Konopko;1976-10-31;0.85;467940039;leokonopko921@onet.pl;0
6308;Nikodem;Kudzia;1929-09-30;0.5;248345371;nikodemkudzia914@gmail.com;0
6309;Natan;Supiński;1945-04-30;0.5;123008903;natansupiński717@gmail.com;0
6310;Tomasz;Prokop;1970-11-30;0.75;248512558;tomaszprokop932@gmail.com;0
6311;Aleksander;Syska;1972-03-31;0.75;571238439;aleksandersyska079@wp.pl;0
6312;Dominik;Filipczuk;1930-09-30;0.5;824198096;dominikfilipczuk619@onet.pl;0
6313;Jan;Rybka;1954-11-30;0.5;822823988;janrybka480@onet.pl;0
6314;Alan;Szuba;1944-04-30;0.5;276602592;alanszuba541@wp.pl;0
6315;Maciej;Krogulec;1931-12-31;0.5;971715823;maciejkrogulec135@onet.pl;0
6316;Piotr;Dymiński;1936-04-30;0.5;571170578;piotrdymiński015@onet.pl;0
6317;Adam;Przybycień;1990-01-31;0.9;454671715;adamprzybycień315@gmail.com;0
6318;Borys;Maleszewski;2000-01-31;1.0;692687578;borysmaleszewski333@wp.pl;0
6319;Jan;Teper;1936-10-31;0.5;357148097;janteper709@wp.pl;0
6320;Ksawery;Polakowski;1970-06-30;0.75;961975851;ksawerypolakowski410@wp.pl;0
6321;Tymon;Miara;1963-05-31;0.65;151683418;tymonmiara358@onet.pl;0
6322;Tadeusz;Zwoliński;1962-09-30;0.65;811961157;tadeuszzwoliński865@gmail.com;0
6323;Gabriel;Zajdel;1944-10-31;0.5;729726013;gabrielzajdel836@wp.pl;0
6324;Karol;Małek;1959-03-31;0.65;880818301;karolmałek767@gmail.com;0
6325;Leon;Jereczek;1929-11-30;0.5;491521174;leonjereczek751@wp.pl;0
6326;Kacper;Dyrcz;1985-10-31;0.9;443159112;kacperdyrcz964@onet.pl;0
6327;Borys;Bondar;1994-07-31;0.49;629712029;borysbondar496@onet.pl;1
6328;Hubert;Nguyễn;1933-03-31;0.5;452916461;hubertnguyễn828@onet.pl;0
6329;Marcel;Rudenko;1997-11-30;0.49;208457561;marcelrudenko724@wp.pl;1
6330;Franciszek;Jokiel;1967-10-31;0.75;419506345;franciszekjokiel371@wp.pl;0
6331;Szymon;Szafranek;1956-06-30;0.65;126873047;szymonszafranek410@wp.pl;0
6332;Leo;Polakowski;1986-01-31;0.9;454178162;leopolakowski074@wp.pl;0
6333;Oskar;Zdunek;1996-01-31;1.0;648070346;oskarzdunek009@gmail.com;0
6334;Stanisław;Zhang;1977-03-31;0.85;753675057;stanisławzhang766@onet.pl;0
6335;Ignacy;Fabian;1967-10-31;0.75;652611612;ignacyfabian510@gmail.com;0
6336;Borys;Jokiel;1954-02-28;0.5;675249562;borysjokiel561@gmail.com;0
6337;Hubert;Barwiński;1996-07-31;1.0;857389770;hubertbarwiński482@onet.pl;0
6338;Leon;Pol;1962-07-31;0.65;742993268;leonpol847@gmail.com;0
6339;Szymon;Rybczyński;1971-05-31;0.75;500830911;szymonrybczyński155@wp.pl;0
6340;Marcel;Wika;1944-08-31;0.5;835036230;marcelwika054@gmail.com;0
6341;Natan;Winiecki;1973-02-28;0.75;267640749;natanwiniecki081@gmail.com;0
6342;Bartosz;Golik;1979-06-30;0.85;253846265;bartoszgolik500@gmail.com;0
6343;Krzysztof;Kasprowicz;1974-04-30;0.75;468148893;krzysztofkasprowicz711@wp.pl;0
6344;Marcel;Zaleski;2007-12-31;1.0;126340981;marcelzaleski442@gmail.com;0
6345;Bartosz;Błażewicz;1962-09-30;0.65;587175311;bartoszbłażewicz611@onet.pl;0
6346;Karol;Waszkiewicz;1944-04-30;0.5;445300161;karolwaszkiewicz824@wp.pl;0
6347;Kamil;Ishchenko;1950-12-31;0.5;208728656;kamilishchenko196@wp.pl;0
6348;Maciej;Kozera;1952-12-31;0.5;341237350;maciejkozera712@gmail.com;0
6349;Bruno;Lechowicz;1934-06-30;0.5;777524478;brunolechowicz533@onet.pl;0
6350;Ignacy;Pikul;1960-10-31;0.65;716645522;ignacypikul662@wp.pl;0
6351;Karol;Wiktor;1996-11-30;0.49;684353379;karolwiktor618@onet.pl;1
6352;Dominik;Czyżyk;1967-03-31;0.75;153072960;dominikczyżyk691@wp.pl;0
6353;Kazimierz;Potocki;1987-07-31;0.9;435245084;kazimierzpotocki260@gmail.com;0
6354;Tadeusz;Mielniczek;1926-12-31;0.5;108469465;tadeuszmielniczek438@gmail.com;0
6355;Tadeusz;Badura;1942-10-31;0.5;220328505;tadeuszbadura676@gmail.com;0
6356;Paweł;Teodorczyk;1994-02-28;0.49;162747596;pawełteodorczyk463@onet.pl;1
6357;Igor;Buchta;2003-09-30;0.49;795681539;igorbuchta891@onet.pl;1
6358;Wojciech;Nogalski;1974-03-31;0.75;425404106;wojciechnogalski358@gmail.com;0
6359;Daniel;Baryła;1939-07-31;0.5;700149074;danielbaryła555@gmail.com;0
6360;Mateusz;Kuriata;1938-01-31;0.5;136018410;mateuszkuriata572@gmail.com;0
6361;Mark;Rybak;1955-09-30;0.65;440065640;markrybak185@wp.pl;0
6362;Fabian;Magdziak;1938-04-30;0.5;743181967;fabianmagdziak738@wp.pl;0
6363;Oskar;Urbanik;1975-02-28;0.85;318220130;oskarurbanik439@onet.pl;0
6364;Natan;Kościelniak;1954-09-30;0.5;288718449;natankościelniak847@gmail.com;0
6365;Kajetan;Pisarek;1996-11-30;1.0;912278271;kajetanpisarek648@onet.pl;0
6366;Tadeusz;Stepnowski;1956-01-31;0.65;483523362;tadeuszstepnowski893@wp.pl;0
6367;Natan;Kozłowski;2000-07-31;0.49;942773485;natankozłowski910@wp.pl;1
6368;Tadeusz;Młyński;1950-05-31;0.5;874257579;tadeuszmłyński262@wp.pl;0
6369;Krzysztof;Tomaszek;2002-03-31;0.49;617797478;krzysztoftomaszek572@wp.pl;1
6370;Filip;Kalinowski;1970-03-31;0.75;260243846;filipkalinowski609@gmail.com;0
